id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7919912,2010-04-22 22:07:00,754,5450,93.41,Swipe Transaction,81833,Myrtle Beach,SC,29579.0,5912,Insufficient Balance
7919913,2010-04-22 22:08:00,630,4520,100.0,Swipe Transaction,27092,Charlotte,NC,28215.0,4829,Insufficient Balance
7919982,2010-04-22 22:48:00,1433,203,48.92,Swipe Transaction,75936,Mobile,AL,36695.0,5814,Insufficient Balance
7920131,2010-04-23 02:19:00,474,2218,116.68,Swipe Transaction,25857,Williston Park,NY,11596.0,5812,Bad PIN
7920440,2010-04-23 07:03:00,362,1129,6.86,Swipe Transaction,50950,Biloxi,MS,39532.0,5411,Bad PIN
7920466,2010-04-23 07:11:00,1094,3755,100.0,Swipe Transaction,27092,Boyne City,MI,49712.0,4829,Insufficient Balance
7920534,2010-04-23 07:28:00,1920,2791,66.63,Swipe Transaction,57125,Miltona,MN,56354.0,5300,Insufficient Balance
7920537,2010-04-23 07:29:00,1094,138,100.0,Swipe Transaction,27092,Boyne City,MI,49712.0,4829,Insufficient Balance
7920594,2010-04-23 07:43:00,1771,2607,4.08,Swipe Transaction,98463,Roseville,CA,95678.0,5812,Insufficient Balance
7920612,2010-04-23 07:47:00,843,2246,53.87,Swipe Transaction,50783,Cicero,IL,60804.0,5411,Insufficient Balance
7920671,2010-04-23 08:01:00,235,5126,84.28,Swipe Transaction,59935,New York,NY,10025.0,5499,Bad PIN
7920840,2010-04-23 08:41:00,1107,3698,56.3,Swipe Transaction,50783,Endicott,NY,13760.0,5411,Insufficient Balance
7920845,2010-04-23 08:42:00,946,97,11.86,Swipe Transaction,56979,Latrobe,PA,15650.0,5411,Bad PIN
7921005,2010-04-23 09:29:00,1687,2509,30.12,Swipe Transaction,50783,Albuquerque,NM,87120.0,5411,Bad PIN
7921052,2010-04-23 09:41:00,1962,2126,9.87,Swipe Transaction,31619,Willowbrook,IL,60527.0,5411,Bad PIN
7921086,2010-04-23 09:51:00,657,4662,90.76,Swipe Transaction,92822,Greenville,TX,75402.0,3395,Bad PIN
7921117,2010-04-23 10:00:00,940,2224,70.0,Swipe Transaction,59935,Miami,FL,33155.0,5499,Technical Glitch
7921367,2010-04-23 11:03:00,866,3337,178.04,Online Transaction,52073,ONLINE,,,4722,Insufficient Balance
7921415,2010-04-23 11:17:00,208,4980,133.11,Swipe Transaction,19964,Federal Way,WA,98023.0,5311,Insufficient Balance
7921535,2010-04-23 11:44:00,1114,4650,14.64,Swipe Transaction,17493,Tarzana,CA,91356.0,5812,Insufficient Balance
7921754,2010-04-23 12:33:00,1613,4549,86.54,Swipe Transaction,82981,Belgrade,ME,4917.0,5912,Insufficient Balance
7921959,2010-04-23 13:18:00,1133,2586,120.0,Swipe Transaction,27092,Perry,NY,14530.0,4829,Insufficient Balance
7922082,2010-04-23 13:47:00,135,2808,43.43,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
7922153,2010-04-23 14:01:00,1138,2122,41.34,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7922154,2010-04-23 14:02:00,391,4936,50.32,Swipe Transaction,24823,Myrtle Beach,SC,29579.0,7538,Insufficient Balance
7922221,2010-04-23 14:19:00,1888,1016,71.0,Swipe Transaction,61195,Saint Louis,MO,63122.0,5541,Insufficient Balance
7922320,2010-04-23 14:42:00,932,220,60.07,Swipe Transaction,32594,Bienville,LA,71008.0,5912,Insufficient Balance
7922416,2010-04-23 15:04:00,1728,20,60.32,Swipe Transaction,86410,Wild Rose,WI,54984.0,5211,Technical Glitch
7922422,2010-04-23 15:06:00,450,4192,96.22,Swipe Transaction,37681,Newport News,VA,23602.0,5912,Insufficient Balance
7922455,2010-04-23 15:14:00,517,106,46.71,Swipe Transaction,93013,Dearborn,MI,48126.0,5411,Insufficient Balance
7922462,2010-04-23 15:16:00,208,2426,89.0,Swipe Transaction,43293,Bothell,WA,98021.0,5499,Insufficient Balance
7922477,2010-04-23 15:20:00,280,2826,59.1,Swipe Transaction,26810,Richmond,CA,94804.0,5541,Insufficient Balance
7922499,2010-04-23 15:25:00,280,2826,59.1,Swipe Transaction,26810,Richmond,CA,94804.0,5541,Insufficient Balance
7922582,2010-04-23 15:39:00,1604,2950,-81.0,Swipe Transaction,61195,Batesville,MS,38606.0,5541,Insufficient Balance
7922669,2010-04-23 16:01:00,996,3310,76.65,Swipe Transaction,48919,Hollywood,FL,33024.0,5311,Insufficient Balance
7922736,2010-04-23 16:16:00,1562,168,12.55,Swipe Transaction,36934,Colcord,OK,74338.0,7538,Bad PIN
7922903,2010-04-23 16:56:00,150,5775,107.57,Swipe Transaction,50783,Lorton,VA,22079.0,5411,Technical Glitch
7922962,2010-04-23 17:21:00,1018,5970,67.7,Swipe Transaction,25887,Palm Coast,FL,32137.0,5814,Insufficient Balance
7923009,2010-04-23 17:40:00,1686,2617,149.73,Swipe Transaction,2177,Louisville,CO,80027.0,5411,Insufficient Balance
7923041,2010-04-23 17:53:00,1686,2999,112.35,Swipe Transaction,2177,Louisville,CO,80027.0,5411,Insufficient Balance
7923267,2010-04-23 19:31:00,242,5591,17.21,Swipe Transaction,48919,Fitchburg,MA,1420.0,5311,Technical Glitch
7923268,2010-04-23 19:31:00,247,2179,106.48,Swipe Transaction,20561,Lake Charles,LA,70605.0,5912,Insufficient Balance
7923269,2010-04-23 19:31:00,733,3707,65.98,Swipe Transaction,47680,Providence,RI,2903.0,5812,Technical Glitch
7923357,2010-04-23 20:09:00,825,42,247.58,Online Transaction,73186,ONLINE,,,4814,Bad Expiration
7923370,2010-04-23 20:13:00,502,2018,78.78,Swipe Transaction,43293,Ford City,PA,16226.0,5499,Insufficient Balance
7923375,2010-04-23 20:16:00,502,2018,78.78,Swipe Transaction,43293,Ford City,PA,16226.0,5499,Insufficient Balance
7923385,2010-04-23 20:23:00,1058,4502,65.08,Swipe Transaction,44919,Charlotte,TN,37036.0,5814,Insufficient Balance
7923400,2010-04-23 20:29:00,1236,5815,16.48,Swipe Transaction,59397,Colorado Springs,CO,80915.0,5812,Bad PIN
7923445,2010-04-23 20:42:00,1058,4102,89.42,Swipe Transaction,92883,Christiana,TN,37037.0,5812,Insufficient Balance
7923500,2010-04-23 21:09:00,323,4268,49.74,Swipe Transaction,32901,Fresno,CA,93725.0,7995,Insufficient Balance
7923586,2010-04-23 21:49:00,1083,5527,24.14,Online Transaction,18563,ONLINE,,,4121,Bad CVV
7923647,2010-04-23 22:17:00,884,2237,6.53,Swipe Transaction,61195,Grand Rapids,MI,49534.0,5541,Bad PIN
7923717,2010-04-23 22:48:00,1243,3884,85.62,Swipe Transaction,44685,Harrisburg,PA,17113.0,4900,Insufficient Balance
7923817,2010-04-24 00:20:00,17,4962,47.39,Swipe Transaction,26810,Hickory,NC,28602.0,5541,Insufficient Balance
7923819,2010-04-24 00:21:00,17,4962,47.39,Swipe Transaction,26810,Hickory,NC,28602.0,5541,Insufficient Balance
7923849,2010-04-24 01:02:00,1823,5177,96.16,Swipe Transaction,19751,Chandler,AZ,85226.0,5300,Insufficient Balance
7924052,2010-04-24 06:18:00,1305,2229,79.46,Swipe Transaction,75781,Millington,TN,38053.0,5411,Insufficient Balance
7924086,2010-04-24 06:34:00,280,2826,16.68,Swipe Transaction,27601,Richmond,CA,94804.0,7538,Insufficient Balance
7924199,2010-04-24 07:09:00,940,5396,47.04,Online Transaction,9932,ONLINE,,,5311,Insufficient Balance
7924233,2010-04-24 07:18:00,1115,4225,65.99,Swipe Transaction,72217,Tyler,TX,75706.0,5912,Insufficient Balance
7924358,2010-04-24 07:57:00,1774,5578,45.45,Online Transaction,9932,ONLINE,,,5311,Bad Expiration
7924375,2010-04-24 08:02:00,668,3758,34.61,Swipe Transaction,26909,Birmingham,AL,35214.0,5211,Insufficient Balance
7924608,2010-04-24 09:06:00,1659,5056,27.88,Online Transaction,16798,ONLINE,,,4121,Bad CVV
7924681,2010-04-24 09:30:00,1296,3665,13.57,Swipe Transaction,75781,Miami,FL,33134.0,5411,Technical Glitch
7924813,2010-04-24 10:05:00,511,4707,97.52,Swipe Transaction,61195,Tucson,AZ,85711.0,5541,Insufficient Balance
7924890,2010-04-24 10:24:00,1749,229,6.7,Swipe Transaction,93026,Hamtramck,MI,48212.0,5411,Technical Glitch
7924910,2010-04-24 10:28:00,177,3715,71.46,Swipe Transaction,61195,Asheville,NC,28802.0,5541,Insufficient Balance
7924924,2010-04-24 10:32:00,177,3715,71.46,Swipe Transaction,61195,Asheville,NC,28802.0,5541,Insufficient Balance
7924951,2010-04-24 10:35:00,1771,5937,100.0,Swipe Transaction,27092,Vacaville,CA,95687.0,4829,Insufficient Balance
7924963,2010-04-24 10:37:00,751,5552,168.31,Swipe Transaction,52598,Gunter,TX,75058.0,5912,Insufficient Balance
7924974,2010-04-24 10:39:00,1076,3858,16.88,Swipe Transaction,19431,Fayetteville,NC,28306.0,5912,Bad PIN
7925007,2010-04-24 10:48:00,747,2549,8.17,Swipe Transaction,23389,New Marshfield,OH,45766.0,5912,Technical Glitch
7925078,2010-04-24 11:09:00,1432,4958,40.95,Online Transaction,27310,ONLINE,,,7349,Bad Card Number
7925377,2010-04-24 12:13:00,1928,4493,120.19,Swipe Transaction,83743,Ridgefield,WA,98642.0,7538,Insufficient Balance
7925421,2010-04-24 12:21:00,1944,1059,13.73,Swipe Transaction,44919,Independence,KY,41051.0,5814,Insufficient Balance
7925463,2010-04-24 12:32:00,672,3396,46.0,Swipe Transaction,69956,Greeneville,TN,37743.0,5310,Insufficient Balance
7925473,2010-04-24 12:34:00,468,5532,3.59,Swipe Transaction,43293,Iowa City,IA,52240.0,5499,Insufficient Balance
7925598,2010-04-24 12:58:00,652,2502,46.71,Swipe Transaction,83434,Wethersfield,CT,6109.0,7538,Insufficient Balance
7925638,2010-04-24 13:05:00,1567,2916,80.0,Swipe Transaction,27092,Binghamton,NY,13903.0,4829,Insufficient Balance
7925799,2010-04-24 13:39:00,779,2069,63.95,Swipe Transaction,78312,Pottsboro,TX,75076.0,5912,Insufficient Balance
7925884,2010-04-24 13:56:00,668,5778,8.2,Swipe Transaction,22204,Birmingham,AL,35211.0,5541,Technical Glitch
7925975,2010-04-24 14:17:00,672,5001,110.92,Online Transaction,45453,ONLINE,,,6300,Bad Expiration
7926225,2010-04-24 15:13:00,363,5555,120.0,Swipe Transaction,27092,Lakeland,FL,33810.0,4829,Insufficient Balance
7926232,2010-04-24 15:14:00,696,39,70.01,Swipe Transaction,22825,Woodmere,NY,11598.0,7538,Insufficient Balance
7926367,2010-04-24 15:47:00,1302,5464,61.61,Swipe Transaction,52090,Jefferson,NC,28640.0,5411,Insufficient Balance
7926429,2010-04-24 16:01:00,468,5532,9.45,Swipe Transaction,16751,Iowa City,IA,52240.0,7542,Bad PIN
7926518,2010-04-24 16:20:00,1452,3801,119.29,Swipe Transaction,20519,Houston,TX,77064.0,5942,Insufficient Balance
7926541,2010-04-24 16:27:00,570,5897,17.99,Swipe Transaction,40538,Gainesville,GA,30504.0,5912,Insufficient Balance
7926581,2010-04-24 16:36:00,852,90,-67.0,Swipe Transaction,26810,Chiefland,FL,32644.0,5541,Insufficient Balance
7926590,2010-04-24 16:38:00,52,4976,146.47,Swipe Transaction,60569,Poughkeepsie,NY,12601.0,5300,Insufficient Balance
7926610,2010-04-24 16:41:00,1098,5179,-93.0,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,Insufficient Balance
7926630,2010-04-24 16:48:00,1382,1110,48.21,Swipe Transaction,48919,Miami,FL,33134.0,5311,Bad PIN
7926668,2010-04-24 16:58:00,515,5487,98.02,Online Transaction,61641,ONLINE,,,4900,Bad Card Number
7926678,2010-04-24 17:00:00,1334,1157,27.53,Swipe Transaction,30762,Tonawanda,NY,14150.0,5812,Bad PIN
7926689,2010-04-24 17:04:00,987,4146,27.53,Online Transaction,39021,ONLINE,,,4784,Bad CVV
7926741,2010-04-24 17:25:00,1973,2879,35.43,Online Transaction,58808,ONLINE,,,5192,Insufficient Balance
7926766,2010-04-24 17:37:00,1341,4098,51.93,Swipe Transaction,216,Columbia City,IN,46725.0,5812,Bad PIN
7926805,2010-04-24 17:48:00,1516,1002,15.27,Swipe Transaction,33442,Milpitas,CA,95035.0,7832,Bad PIN
7926828,2010-04-24 17:55:00,68,4648,103.23,Swipe Transaction,81833,Davenport,IA,52803.0,5912,Insufficient Balance
7926885,2010-04-24 18:24:00,17,4962,45.72,Swipe Transaction,25887,Hickory,NC,28602.0,5814,Insufficient Balance
7927072,2010-04-24 19:30:00,121,5952,29.93,Online Transaction,89705,ONLINE,,,5193,Bad CVV
7927136,2010-04-24 19:57:00,1066,1126,120.0,Swipe Transaction,27092,Newtown,PA,18940.0,4829,Insufficient Balance
7927367,2010-04-24 21:38:00,822,5385,-99.0,Swipe Transaction,61195,Chula Vista,CA,91911.0,5541,Insufficient Balance
7927555,2010-04-24 22:54:00,377,1175,27.51,Swipe Transaction,95452,Kent,WA,98032.0,5300,Bad PIN
7927606,2010-04-24 23:38:00,1728,153,53.88,Swipe Transaction,2868,Waupaca,WI,54981.0,5094,Insufficient Balance
7927661,2010-04-25 00:55:00,811,2079,108.19,Swipe Transaction,89745,Overland Park,KS,66221.0,5651,Bad PIN
7927817,2010-04-25 05:29:00,1579,4163,60.0,Swipe Transaction,27092,Tampa,FL,33618.0,4829,Insufficient Balance
7928102,2010-04-25 06:59:00,1495,5767,8.53,Swipe Transaction,68389,Indianapolis,IN,46256.0,5812,Insufficient Balance
7928348,2010-04-25 07:48:00,208,2426,15.29,Swipe Transaction,20519,Kirkland,WA,98034.0,5942,Bad PIN
7928550,2010-04-25 08:33:00,154,159,99.17,Swipe Transaction,34922,Fayetteville,NC,28312.0,7538,Insufficient Balance
7928588,2010-04-25 08:40:00,132,5513,62.77,Swipe Transaction,70903,Miami,FL,33193.0,4111,Insufficient Balance
7928598,2010-04-25 08:41:00,621,4944,3.92,Swipe Transaction,49235,Daytona Beach,FL,32117.0,5812,Technical Glitch
7928599,2010-04-25 08:41:00,828,4235,14.78,Online Transaction,16798,ONLINE,,,4121,Technical Glitch
7928658,2010-04-25 08:50:00,1807,165,58.13,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
7928698,2010-04-25 08:57:00,1659,959,32.22,Swipe Transaction,63683,Wauconda,IL,60084.0,4121,Insufficient Balance
7928870,2010-04-25 09:34:00,1209,4573,123.64,Swipe Transaction,54412,Yonkers,NY,10710.0,5300,Insufficient Balance
7928907,2010-04-25 09:42:00,1298,1226,26.79,Swipe Transaction,80027,Los Angeles,CA,90023.0,7538,Insufficient Balance
7929050,2010-04-25 10:13:00,1217,5030,92.53,Swipe Transaction,86722,Ogden,UT,84408.0,4111,Insufficient Balance
7929057,2010-04-25 10:14:00,973,3833,54.0,Swipe Transaction,26810,Crowder,MS,38622.0,5541,Insufficient Balance
7929193,2010-04-25 10:42:00,511,1038,73.96,Swipe Transaction,62967,Tucson,AZ,85711.0,7230,Technical Glitch
7929203,2010-04-25 10:43:00,470,3733,60.0,Swipe Transaction,27092,Muldrow,OK,74948.0,4829,Insufficient Balance
7929458,2010-04-25 11:40:00,1873,4110,47.21,Online Transaction,41122,ONLINE,,,4784,Bad Expiration
7929467,2010-04-25 11:42:00,1424,4710,32.9,Swipe Transaction,45606,Seligman,AZ,86337.0,7538,Insufficient Balance
7929474,2010-04-25 11:43:00,432,1146,66.33,Swipe Transaction,48919,Valdese,NC,28690.0,5311,Insufficient Balance
7929509,2010-04-25 11:50:00,598,2040,10.44,Swipe Transaction,2998,Gorham,NH,3581.0,5812,Bad PIN
7929636,2010-04-25 12:18:00,545,5802,90.77,Swipe Transaction,58418,East Peoria,IL,61611.0,5912,Bad PIN
7929881,2010-04-25 13:08:00,584,3878,71.0,Swipe Transaction,22204,Mather,CA,95655.0,5541,Insufficient Balance
7929954,2010-04-25 13:20:00,425,5149,142.17,Swipe Transaction,59935,Carmel Valley,CA,93924.0,5499,Insufficient Balance
7929981,2010-04-25 13:25:00,425,5149,142.17,Swipe Transaction,59935,Carmel Valley,CA,93924.0,5499,Insufficient Balance
7930058,2010-04-25 13:45:00,216,3404,23.39,Online Transaction,9932,ONLINE,,,5311,Bad CVV
7930108,2010-04-25 14:00:00,1717,2652,80.0,Swipe Transaction,27092,Buffalo,NY,14219.0,4829,Insufficient Balance
7930392,2010-04-25 15:01:00,561,3764,124.64,Online Transaction,73186,ONLINE,,,4814,Bad Card Number
7930412,2010-04-25 15:04:00,1455,2960,68.74,Swipe Transaction,638,San Diego,CA,92102.0,5411,Insufficient Balance
7930420,2010-04-25 15:07:00,138,4608,66.17,Swipe Transaction,60569,Johnsonburg,PA,15845.0,5300,Insufficient Balance
7930523,2010-04-25 15:27:00,1024,4241,15.59,Swipe Transaction,83271,Bentley,KS,67016.0,4214,Technical Glitch
7930707,2010-04-25 16:11:00,1684,3278,34.29,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
7930728,2010-04-25 16:14:00,970,1012,94.79,Swipe Transaction,6473,Port Orange,FL,32128.0,5912,Insufficient Balance
7930760,2010-04-25 16:21:00,1340,2954,134.91,Swipe Transaction,75781,Houston,TX,77064.0,5411,Insufficient Balance
7930783,2010-04-25 16:26:00,901,3729,60.0,Swipe Transaction,27092,Pensacola,FL,32507.0,4829,Insufficient Balance
7930859,2010-04-25 16:45:00,362,1129,87.31,Online Transaction,9932,ONLINE,,,5311,Insufficient Balance
7931016,2010-04-25 17:43:00,1367,3893,1.45,Swipe Transaction,50783,Green Bay,WI,54302.0,5411,Technical Glitch
7931024,2010-04-25 17:45:00,811,2079,80.05,Swipe Transaction,25887,Overland Park,KS,66223.0,5814,Bad PIN
7931035,2010-04-25 17:48:00,1127,4641,23.84,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
7931199,2010-04-25 19:04:00,1805,2546,51.09,Online Transaction,73186,ONLINE,,,4814,Insufficient Balance
7931200,2010-04-25 19:05:00,589,4497,56.65,Swipe Transaction,61195,Millersburg,OH,44654.0,5541,Insufficient Balance
7931444,2010-04-25 21:00:00,323,2135,33.63,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,Bad PIN
7931554,2010-04-25 21:55:00,252,3675,20.0,Swipe Transaction,27092,Crestline,OH,44827.0,4829,Bad PIN
7931644,2010-04-25 22:40:00,1996,4212,56.88,Swipe Transaction,19590,Alvin,TX,77511.0,5812,Insufficient Balance
7931790,2010-04-26 01:52:00,1575,224,24.01,Swipe Transaction,29232,Osprey,FL,34229.0,4121,Bad PIN
7931799,2010-04-26 02:05:00,98,4237,57.02,Swipe Transaction,30645,Danville,IL,61832.0,5211,Insufficient Balance
7931812,2010-04-26 02:19:00,244,1082,27.54,Swipe Transaction,20519,Pensacola,FL,32501.0,5942,Insufficient Balance
7931821,2010-04-26 02:38:00,387,4601,9.03,Swipe Transaction,88646,Ashtabula,OH,44004.0,5812,Bad PIN
7931933,2010-04-26 05:46:00,795,5162,17.73,Swipe Transaction,20561,Dallas,TX,75208.0,5912,Insufficient Balance
7931940,2010-04-26 05:53:00,657,2420,94.78,Swipe Transaction,88677,Marshall,MN,56258.0,4900,Technical Glitch
7932106,2010-04-26 06:41:00,1513,2965,58.48,Swipe Transaction,79927,Shelton,CT,6484.0,5912,Insufficient Balance
7932184,2010-04-26 07:00:00,1852,28,9.31,Swipe Transaction,70150,Chandler,AZ,85226.0,5812,Technical Glitch
7932217,2010-04-26 07:09:00,954,2220,80.0,Swipe Transaction,27092,Riverside,CA,92508.0,4829,Insufficient Balance
7932226,2010-04-26 07:10:00,972,4166,140.0,Swipe Transaction,27092,El Paso,TX,79912.0,4829,Bad PIN
7932241,2010-04-26 07:13:00,1288,2428,0.73,Swipe Transaction,17493,Saint Albans,WV,25177.0,5812,Technical Glitch
7932242,2010-04-26 07:13:00,1424,4710,-86.0,Swipe Transaction,59935,Kingman,AZ,86401.0,5499,Insufficient Balance
7932253,2010-04-26 07:16:00,1475,4496,14.2,Online Transaction,88459,ONLINE,,,5311,Bad CVV
7932275,2010-04-26 07:19:00,954,2220,80.0,Swipe Transaction,27092,Riverside,CA,92508.0,4829,Insufficient Balance
7932344,2010-04-26 07:32:00,1063,2015,90.46,Swipe Transaction,64057,Apple River,IL,61001.0,4111,Insufficient Balance
7932379,2010-04-26 07:39:00,1305,2229,79.0,Swipe Transaction,59935,Millington,TN,38053.0,5499,Technical Glitch
7932493,2010-04-26 08:04:00,1458,117,3.03,Swipe Transaction,61195,New Orleans,LA,70119.0,5541,Bad PIN
7932540,2010-04-26 08:12:00,1807,2823,49.92,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
7932573,2010-04-26 08:23:00,127,1086,119.73,Swipe Transaction,28780,Luverne,AL,36049.0,5411,Technical Glitch
7932628,2010-04-26 08:37:00,1029,3346,53.21,Swipe Transaction,30286,Sebring,FL,33875.0,4814,Insufficient Balance
7932637,2010-04-26 08:38:00,668,5015,35.46,Swipe Transaction,6751,Birmingham,AL,35211.0,5300,Insufficient Balance
7932884,2010-04-26 09:32:00,1888,1016,96.0,Swipe Transaction,61195,Saint Louis,MO,63122.0,5541,Insufficient Balance
7932929,2010-04-26 09:42:00,506,4513,114.9,Swipe Transaction,59214,Lake View,NY,14085.0,8049,Insufficient Balance
7932946,2010-04-26 09:46:00,877,3877,64.25,Swipe Transaction,60569,Mesa,AZ,85207.0,5300,Insufficient Balance
7933003,2010-04-26 09:56:00,1391,36,153.93,Swipe Transaction,20561,Rego Park,NY,11374.0,5912,Insufficient Balance
7933039,2010-04-26 10:02:00,256,2850,27.42,Online Transaction,16798,ONLINE,,,4121,Bad Card Number
7933155,2010-04-26 10:25:00,511,4707,82.35,Swipe Transaction,75781,Tucson,AZ,85711.0,5411,Insufficient Balance
7933307,2010-04-26 10:56:00,1811,3238,-87.0,Swipe Transaction,43293,Los Altos,CA,94024.0,5499,Insufficient Balance
7933379,2010-04-26 11:09:00,1987,3668,34.03,Online Transaction,73186,ONLINE,,,4814,Bad CVV
7933386,2010-04-26 11:10:00,1779,1214,73.9,Swipe Transaction,60569,Warrenton,GA,30828.0,5300,Insufficient Balance
7933429,2010-04-26 11:19:00,1412,3436,61.58,Swipe Transaction,30519,Bowling Green,KY,42103.0,5310,Insufficient Balance
7933649,2010-04-26 12:08:00,1926,1160,9.81,Swipe Transaction,75936,Sanford,FL,32773.0,5814,Technical Glitch
7933667,2010-04-26 12:13:00,1989,2984,3.96,Swipe Transaction,2105,Upper Marlboro,MD,20774.0,5912,Bad PIN
7933733,2010-04-26 12:29:00,906,3760,7.36,Swipe Transaction,35451,Tooele,UT,84074.0,5812,Bad PIN
7933847,2010-04-26 12:52:00,545,5802,108.91,Swipe Transaction,48919,Peoria,IL,61615.0,5311,Insufficient Balance
7933977,2010-04-26 13:16:00,1941,2030,63.54,Swipe Transaction,20561,Celeste,TX,75423.0,5912,Insufficient Balance
7934210,2010-04-26 14:10:00,1195,3219,66.78,Swipe Transaction,13646,Caledonia,MN,55921.0,7538,Insufficient Balance
7934279,2010-04-26 14:28:00,1941,1109,53.36,Swipe Transaction,26810,Campbell,TX,75422.0,5541,Insufficient Balance
7934287,2010-04-26 14:29:00,1941,1109,53.36,Swipe Transaction,26810,Campbell,TX,75422.0,5541,Insufficient Balance
7934583,2010-04-26 15:35:00,1858,2146,79.0,Swipe Transaction,26810,Pacoima,CA,91331.0,5541,Technical Glitch
7934666,2010-04-26 15:54:00,1263,2002,47.92,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
7934717,2010-04-26 16:07:00,737,148,84.05,Swipe Transaction,88374,Medford,OR,97504.0,5411,Insufficient Balance
7934742,2010-04-26 16:14:00,1659,185,20.26,Online Transaction,18563,ONLINE,,,4121,Insufficient Balance
7934748,2010-04-26 16:15:00,970,1012,65.41,Swipe Transaction,28395,Port Orange,FL,32128.0,5541,Insufficient Balance
7934805,2010-04-26 16:25:00,1326,5427,-86.0,Swipe Transaction,60600,Somerset,NJ,8873.0,5499,Bad PIN
7934830,2010-04-26 16:29:00,737,148,83.09,Swipe Transaction,88374,Medford,OR,97504.0,5411,Insufficient Balance
7934843,2010-04-26 16:32:00,1091,191,87.66,Swipe Transaction,48741,Baltimore,MD,21224.0,5912,Insufficient Balance
7934944,2010-04-26 16:54:00,61,2622,-54.0,Swipe Transaction,61195,White Plains,NY,10605.0,5541,Insufficient Balance
7935014,2010-04-26 17:17:00,734,1252,16.99,Swipe Transaction,35451,Buffalo,NY,14213.0,5812,Insufficient Balance
7935028,2010-04-26 17:22:00,209,4676,49.62,Swipe Transaction,22204,El Paso,TX,79928.0,5541,Bad Zipcode
7935059,2010-04-26 17:34:00,631,2818,-67.0,Swipe Transaction,59935,Oklahoma City,OK,73159.0,5499,Insufficient Balance
7935077,2010-04-26 17:40:00,1313,4183,84.8,Swipe Transaction,81833,Tarentum,PA,15084.0,5912,Insufficient Balance
7935114,2010-04-26 17:51:00,1575,224,134.12,Swipe Transaction,99444,Osprey,FL,34229.0,5912,Insufficient Balance
7935121,2010-04-26 17:54:00,1757,4719,4.02,Swipe Transaction,82981,Daleville,IN,47334.0,5912,Technical Glitch
7935231,2010-04-26 18:52:00,1428,5116,6.76,Online Transaction,18563,ONLINE,,,4121,Technical Glitch
7935237,2010-04-26 18:57:00,285,2927,27.82,Swipe Transaction,48618,Watsonville,CA,95076.0,5251,Insufficient Balance
7935266,2010-04-26 19:08:00,1830,4083,62.05,Swipe Transaction,26039,Highlands,NC,28741.0,5300,Insufficient Balance
7935297,2010-04-26 19:23:00,1018,5970,49.85,Swipe Transaction,64325,Palm Coast,FL,32137.0,5211,Bad PIN
7935373,2010-04-26 20:01:00,1238,1195,147.53,Swipe Transaction,75936,Kernersville,NC,27284.0,5814,Insufficient Balance
7935422,2010-04-26 20:27:00,123,197,24.0,Swipe Transaction,2085,Griffin,GA,30224.0,5411,Bad PIN
7935428,2010-04-26 20:28:00,1765,2913,66.43,Swipe Transaction,90051,Thomson,GA,30824.0,5411,Technical Glitch
7935431,2010-04-26 20:30:00,1234,22,21.62,Online Transaction,18563,ONLINE,,,4121,Bad Expiration
7935435,2010-04-26 20:32:00,317,2590,69.0,Swipe Transaction,59935,Paradise,CA,95969.0,5499,Insufficient Balance
7935498,2010-04-26 21:03:00,985,3862,160.0,Swipe Transaction,27092,Ortonville,MI,48462.0,4829,Insufficient Balance
7935622,2010-04-26 22:13:00,1072,201,90.3,Swipe Transaction,42047,New Bloomfield,MO,65063.0,5411,Insufficient Balance
7935656,2010-04-26 22:37:00,103,5113,171.83,Online Transaction,13348,ONLINE,,,4722,Bad CVV
7935855,2010-04-27 03:01:00,895,217,42.3,Swipe Transaction,88544,Big Bear Lake,CA,92315.0,5300,Insufficient Balance
7935907,2010-04-27 04:45:00,177,3653,117.57,Swipe Transaction,14819,Memphis,TN,38104.0,5300,Insufficient Balance
7935997,2010-04-27 06:02:00,273,5777,80.0,Swipe Transaction,27092,New Waterford,OH,44445.0,4829,Insufficient Balance
7936024,2010-04-27 06:08:00,477,3419,3.67,Swipe Transaction,87631,Lexington,KY,40509.0,5411,Bad PIN
7936031,2010-04-27 06:10:00,744,4594,54.08,Swipe Transaction,59935,Miami,FL,33196.0,5499,Insufficient Balance
7936054,2010-04-27 06:15:00,744,4594,54.08,Swipe Transaction,59935,Miami,FL,33196.0,5499,Insufficient Balance
7936103,2010-04-27 06:29:00,1466,5884,47.37,Swipe Transaction,73236,Seaford,DE,19973.0,5211,Bad PIN
7936468,2010-04-27 07:55:00,1166,5822,73.0,Swipe Transaction,61195,Hamilton,OH,45013.0,5541,Insufficient Balance
7936679,2010-04-27 08:43:00,668,4097,36.14,Swipe Transaction,20561,Birmingham,AL,35213.0,5912,Insufficient Balance
